Transaction_ID,Customer_ID,Product,Category,Quantity,Price_per_Unit,Total_Sales,Date,Country
5ca1bf14-0e46-4d48-ae12-a6b67055a640,37546,Smartphone,Electronics,2,709,1418,2025-01-02,Japan
33e2c95d-c4f0-4daa-8e3a-b52f4d77e3a8,63400,Coffee Mug,Kitchen,13,506,6578,2024-05-19,Samoa
ba19abb7-bd97-47de-9c3d-ed54d1383b53,22126,Tablet,Electronics,11,794,8734,2025-01-12,Azerbaijan
336582a0-4350-448d-b992-f6a655871353,64542,Desk Chair,Furniture,4,879,3516,2024-04-29,Paraguay
78398de7-7588-4fa1-bc5a-17fccc1214b6,55839,Charger,Accessories,3,735,2205,2024-04-05,Italy
c9675353-60cb-423e-9799-6a66ec9c839f,55899,Coffee Mug,Kitchen,5,326,1630,2024-11-09,Nicaragua
ae7ffe12-4319-48c7-a9fb-541bb4bff7de,37947,Smartwatch,Electronics,18,638,11484,2024-05-18,Suriname
e6c4481f-6b91-48b6-ad2a-1cb2fc346d8f,53463,Coffee Mug,Kitchen,9,840,7560,2024-05-09,Uruguay
c2da2e46-e681-40ab-a533-4643cd4da676,74801,Laptop,Electronics,3,387,1161,2024-03-26,Mauritius
f555ea40-b41b-4f40-9cda-328400f5bbe8,73102,Tablet,Electronics,17,344,5848,2024-05-24,Congo
b501246e-3773-4b98-adb3-b378cc86e723,17190,Desk Chair,Furniture,2,557,1114,2024-12-27,Macedonia
a1658b3e-2ee9-46e0-847c-b6caf93a44d2,25612,Desk Chair,Furniture,1,535,535,2024-02-02,Greece
98efbf7d-13c6-4b5f-a9f6-d63eedd409f6,95107,Coffee Mug,Kitchen,12,898,10776,2024-06-02,Nauru
7e60fdac-c523-4ef9-b9f8-11f322608bc8,22223,Coffee Mug,Kitchen,2,444,888,2024-04-14,Fiji
6f842738-5769-4f5d-b25c-691b02573be3,42868,Blender,Kitchen,19,665,12635,2024-07-30,Saint Martin
ced42d6a-7c89-48a2-83da-d5e5aa5e228b,72137,Laptop,Electronics,15,451,6765,2024-07-05,Egypt
f44928b4-0578-4788-a711-0fcf2c7f7280,40551,USB Cable,Accessories,1,829,829,2024-09-25,Jersey
c56245a7-f84c-41e5-9eb4-075c25225def,19344,Tablet,Electronics,5,501,2505,2024-12-18,Timor-Leste
555567ac-2157-4021-987f-57755b95af28,99164,Sofa,Furniture,7,312,2184,2024-10-15,United Kingdom
39eb9099-e5c5-40d4-9269-ba5542f21629,12157,USB Cable,Accessories,10,417,4170,2024-02-16,Isle of Man
81b7b3d7-c7df-42b6-af6a-240c55543ccd,50111,USB Cable,Accessories,7,361,2527,2024-10-24,Turkey
3f9c2d5c-daca-4fba-98dd-0cd68f4775ee,81976,Laptop,Electronics,15,989,14835,2024-08-17,Ukraine
3ef4bca4-e711-4e34-a175-514a39ff83e4,98542,Tablet,Electronics,11,686,7546,2024-07-14,Canada
02f9dd2b-416a-4020-9be1-e56819ea473b,51729,Coffee Mug,Kitchen,5,502,2510,2024-07-03,Burundi
1f4d51c7-95a8-4a02-8ed2-c7b76b8b5003,55694,Sofa,Furniture,1,422,422,2024-09-20,Paraguay
c8470955-b7d5-4046-93e2-241aa97b6b64,72696,Toaster,Kitchen,20,415,8300,2024-05-21,Turks and Caicos Islands
a53f47c6-4c35-4c74-a314-a39ef2136efc,79667,Coffee Mug,Kitchen,14,255,3570,2024-08-26,Pitcairn Islands
44eee136-c0b4-444e-93a0-4d23f76568a5,98897,Tablet,Electronics,20,10,200,2024-01-27,Montserrat
28d8ba18-0356-4340-92c0-d48ecff8dfaa,26294,Headphones,Accessories,2,349,698,2024-06-09,Ukraine
0ebd8632-6eee-424d-92f6-0de869daa3e3,40803,Laptop,Electronics,13,968,12584,2024-05-08,Reunion
9b66be18-b50c-4b2f-bad3-8951751ff38b,88676,Tablet,Electronics,5,138,690,2024-04-26,Palau
051d53c6-d1a4-4b21-9f24-5f603b855043,90567,Smartwatch,Electronics,6,411,2466,2024-12-31,Zambia
3c6d846e-78f3-41c8-ba80-88cd47079fac,54035,Coffee Mug,Kitchen,20,295,5900,2024-04-17,Qatar
2d3c0429-f8a2-4c3d-88ca-0ef6416d96d6,95890,Smartphone,Electronics,8,401,3208,2024-07-23,Jamaica
ff3c0dc8-445f-454f-a241-6be13d7393bc,56870,Sofa,Furniture,7,94,658,2024-02-09,Nepal
7b50d6ec-c41c-4b84-b779-f1ce330abbc7,79647,Bookshelf,Furniture,19,114,2166,2025-01-08,Peru
d0879619-4716-4cb8-b993-6614337adb92,17902,Blender,Kitchen,19,504,9576,2024-11-05,Wallis and Futuna
0c3e9e52-7d82-4543-9fde-25f9c2f5641d,36609,Bookshelf,Furniture,11,283,3113,2024-12-24,Falkland Islands (Malvinas)
5c07f1ba-c490-4da6-8219-0e1df1c13ef6,77120,USB Cable,Accessories,17,698,11866,2024-05-08,Georgia
8cae0a12-53b0-4bd8-a82a-6f3fb79afdb6,16258,Smartwatch,Electronics,10,322,3220,2024-05-04,Czech Republic
e346a47b-84b7-42a6-beae-2fe2cb76aece,77838,Desk Chair,Furniture,18,674,12132,2024-08-20,Mauritania
9242d453-1f21-43f8-83f7-a67cdccc8a32,82745,USB Cable,Accessories,15,246,3690,2024-01-18,Mauritius
08672f1c-a53b-43ca-b9c9-81406e1ecc6a,57821,Blender,Kitchen,11,788,8668,2024-09-03,Monaco
5b28c2f2-c146-4d2a-acf6-3a5b7075fda5,75500,Tablet,Electronics,6,727,4362,2024-02-17,Uzbekistan
de5cac74-16e1-4e69-b45a-c6f68d0d7e5c,68582,Bookshelf,Furniture,2,462,924,2024-07-08,Georgia
00f7d751-61b0-489c-ae2c-8a0ff73ef377,20380,Headphones,Accessories,7,869,6083,2024-03-15,Benin
d8f3cbd9-e47f-466e-af43-e3ffea30e5db,28650,Coffee Mug,Kitchen,14,766,10724,2024-12-18,France
4bc8221d-fdcc-49f0-8d69-427eab38e1af,66157,USB Cable,Accessories,2,169,338,2024-03-30,Somalia
783a6c06-bfc0-4c97-bf72-85332a572e61,56339,Dining Table,Furniture,4,433,1732,2024-09-13,Macedonia
d45e733b-ae38-403d-b922-5fd4f9f92cbf,94253,Headphones,Accessories,16,243,3888,2024-09-05,Holy See (Vatican City State)
b3fc2ffc-bcc8-4626-ab2b-50aa7817ef19,38990,Sofa,Furniture,1,181,181,2024-10-22,Myanmar
9474bf9c-beed-453b-87c5-a3374e03ca48,32889,Power Bank,Accessories,11,293,3223,2024-01-24,Macao
53e52250-c6f5-4659-bf27-4e837f2453c4,50131,Toaster,Kitchen,17,681,11577,2024-08-14,Colombia
d9768618-4c54-4e81-8891-d8476f04e828,40388,Headphones,Accessories,16,222,3552,2025-01-06,Mali
b2105b11-4704-4371-8164-d4f1e24b89bd,95941,Smartphone,Electronics,13,255,3315,2025-01-13,Finland
9536040f-48ad-4291-99be-cff92339130c,30955,Microwave,Kitchen,9,396,3564,2024-06-22,South Africa
a1b3fcb4-cba7-4cbb-b620-fc5c92c4275b,77272,Desk Chair,Furniture,10,484,4840,2025-01-03,Turks and Caicos Islands
2d373c13-bd7e-4aad-88c7-5fd7005200b2,38248,Laptop,Electronics,11,256,2816,2024-08-25,Macedonia
7b737238-0821-48df-9fff-985f38a8e5b0,57948,Charger,Accessories,10,462,4620,2024-03-07,Madagascar
d67486a4-e957-40d9-8120-dfef12f39950,19597,Headphones,Accessories,14,874,12236,2024-07-01,Liberia
2b412625-8a6a-4ec9-b61b-f5d9f57e8537,46738,Tablet,Electronics,15,886,13290,2025-01-10,Guernsey
72137e55-ddd3-4a21-8334-018780e7d4fa,32936,USB Cable,Accessories,10,81,810,2024-11-17,Japan
cee4135d-420a-40af-b201-c0c78b916e9a,59278,Toaster,Kitchen,15,762,11430,2024-04-22,Saint Barthelemy
e85901de-908a-40a4-985d-46e7aa7af6b3,60092,Laptop,Electronics,8,674,5392,2024-05-22,Andorra
0718a36b-d0e3-4dba-b466-f5d4fcc83cef,60208,Power Bank,Accessories,16,144,2304,2024-09-28,Vietnam
6acf874a-7bf1-4c94-aa84-f1ea2a60d534,61291,Tablet,Electronics,12,479,5748,2024-06-02,Tanzania
ccebfbf8-dfa4-4aac-891b-8e8635803a42,37469,Dining Table,Furniture,12,691,8292,2024-10-23,Mongolia
d9e3129c-707b-40cd-a7a6-3a4657220532,24861,Laptop,Electronics,17,468,7956,2025-01-10,Sri Lanka
f6e1dd6c-b1aa-4259-8be1-1d867bee21a2,67839,Bookshelf,Furniture,5,419,2095,2024-11-19,Belarus
8900dc57-bd87-4511-b836-e21f0891f1da,14235,Bookshelf,Furniture,16,557,8912,2025-01-05,Chile
a08e55fe-1a30-433b-8725-7b64950e484f,30005,Blender,Kitchen,11,460,5060,2024-07-10,Estonia
703d608f-5514-460d-bf40-a12a88cdb6dc,99991,Smartphone,Electronics,17,390,6630,2024-11-25,Czech Republic
e4bae63b-ceb2-47df-bac6-11c71d9a61f2,32557,Laptop,Electronics,3,305,915,2024-02-04,Cayman Islands
059ed505-28a2-4af7-8053-a9c0b6d1cee1,31257,Sofa,Furniture,14,691,9674,2024-06-30,Bolivia
b544c918-508b-426a-9c67-749b5cb15128,30232,Tablet,Electronics,6,627,3762,2024-09-18,Slovenia
d9575a85-553f-483e-9f74-a56998e4227f,77477,USB Cable,Accessories,6,471,2826,2024-10-05,Morocco
f29d099b-48d9-44d1-9081-72390b0cc18b,42719,Tablet,Electronics,8,918,7344,2024-03-18,United Arab Emirates
1c3ea391-105d-4ade-b6a6-fd6e042d533f,92421,Headphones,Accessories,3,932,2796,2024-07-29,Spain
d1449e55-1c93-4037-8bb4-8dc4115010e2,23101,Blender,Kitchen,19,375,7125,2024-04-12,Maldives
cdfad51e-c5ef-4780-8f03-db49d017b6aa,16586,Power Bank,Accessories,20,332,6640,2024-08-10,Kiribati
ba152547-4eb1-4577-8bb8-f84c62c8aea0,34114,Smartwatch,Electronics,10,416,4160,2024-12-13,Cuba
cef1a4da-a302-4df0-b6c0-92b0cac57608,39096,Desk Chair,Furniture,8,619,4952,2024-08-17,Guinea
6fe84f4a-468e-4e7e-8827-4d02a4e4206b,88903,Microwave,Kitchen,1,945,945,2024-06-23,Belarus
b63d3dc3-1a59-4b67-8eac-64e027b20e63,40497,Coffee Mug,Kitchen,6,635,3810,2024-07-05,Estonia
1bddf7a0-153d-4e17-98e7-644dcacc32ae,98709,Coffee Mug,Kitchen,18,591,10638,2024-12-05,Namibia
972f977f-54a4-479a-9d2f-7906cad2e776,72190,Headphones,Accessories,18,796,14328,2024-09-06,Macedonia
51a34297-b136-4003-a8ad-cddd308c46bc,82995,Coffee Mug,Kitchen,2,375,750,2025-01-01,Senegal
a52172ee-364e-49c9-aac4-7bf160e7f235,40139,Power Bank,Accessories,7,574,4018,2024-02-03,Vietnam
e87533b1-8d01-40ef-8aae-9a434e07fd70,87875,Toaster,Kitchen,4,297,1188,2024-02-29,Uganda
4ad27f75-88c6-4c54-a80a-62bd6f7cf42e,29725,Charger,Accessories,20,851,17020,2024-08-23,Syrian Arab Republic
92a3b630-2789-4dfa-a519-54919d850a26,23059,Laptop,Electronics,1,506,506,2024-12-26,Oman
349d54cb-d5c2-4c20-abae-7b50a028b1eb,80504,Sofa,Furniture,8,530,4240,2024-12-26,Uganda
72c07b4d-3036-4fc2-acee-87e559858886,76562,Headphones,Accessories,15,807,12105,2024-03-11,Vietnam
e36ae2f8-13d1-49d3-a14b-1d23d6d6496d,28053,Microwave,Kitchen,5,771,3855,2024-08-24,South Africa
e86db8c2-bacc-4b5b-91cb-403d13ad7455,66145,Toaster,Kitchen,13,410,5330,2024-05-01,Pitcairn Islands
84f52d11-ab4c-4883-8962-93509e1071ec,85590,Laptop,Electronics,1,111,111,2024-02-04,Mali
ca9f2209-4b54-4249-8089-05b1c43828fd,49534,Desk Chair,Furniture,12,263,3156,2024-02-14,Liberia
1a75303d-99ec-4ba9-add1-1355fbd5d23f,50185,Tablet,Electronics,17,555,9435,2024-08-20,Cuba
4c46160b-cbae-4338-982d-a16e1bafd277,72740,Headphones,Accessories,12,543,6516,2024-12-26,Latvia
23e6f012-0178-440c-9f5d-f642a1d2b157,77511,Microwave,Kitchen,15,903,13545,2024-07-15,Sweden
d9196fb1-2a2e-4484-88f6-8a6629d8e848,38384,Toaster,Kitchen,8,903,7224,2024-11-26,Czech Republic
7d33669a-ec4f-4789-b949-f0ddd4d158e1,69745,Microwave,Kitchen,17,403,6851,2024-01-29,Nicaragua
0f291f6b-7473-4c2e-a9f1-d2bbd94bbd54,68021,USB Cable,Accessories,20,932,18640,2024-10-08,Mali
3c59f347-be7d-4139-88cb-cbf2f8964490,34431,Dining Table,Furniture,16,707,11312,2024-07-13,Belize
690a1710-756c-4102-bce2-b692ddc5496e,81140,Toaster,Kitchen,2,361,722,2024-03-05,Libyan Arab Jamahiriya
25bf8594-ebe1-4ae8-83c2-a9889e364ea6,68875,Smartphone,Electronics,3,889,2667,2024-11-23,Estonia
476bf4c4-018c-4896-9bab-889dc9fc6cf1,47783,Power Bank,Accessories,19,295,5605,2024-03-27,Paraguay
3b8a1065-3154-426d-bb58-c74556a0835f,30698,Toaster,Kitchen,12,290,3480,2024-07-26,Slovenia
72fed4f6-c58f-458c-9b40-809433c5ad7b,53967,Toaster,Kitchen,9,347,3123,2024-10-02,Solomon Islands
d65234d7-763e-4c6a-bf2f-8f93834996b7,93545,Power Bank,Accessories,10,39,390,2024-11-03,Singapore
3c7160cd-ecde-40b2-ab29-c413ad4f3e37,39764,Smartphone,Electronics,20,744,14880,2024-10-01,Guinea-Bissau
b7cafd79-1ce0-4ee1-83ae-29eb13cb05d9,76358,Charger,Accessories,1,702,702,2024-06-18,Yemen
43934e4d-a76e-4768-84af-dd0126905e98,45694,Power Bank,Accessories,8,789,6312,2024-09-04,Guam
09cc4047-378c-40f6-a29a-f389f5a50932,46235,Power Bank,Accessories,10,805,8050,2024-08-15,Colombia
3d7e1177-baa9-417c-914a-674fd8997218,11688,Charger,Accessories,9,497,4473,2024-05-28,Azerbaijan
b1edf2c6-c3f5-46e5-8216-37872685df61,39266,Charger,Accessories,9,391,3519,2024-02-19,Bahrain
080b654e-b918-4fcc-88d3-7b3a36303602,92614,Bookshelf,Furniture,12,821,9852,2024-05-20,Dominican Republic
0d21bfbf-7e9d-4c62-9ce9-3d6a9e54a213,24516,Power Bank,Accessories,19,994,18886,2024-05-22,Slovenia
b4e903ed-f8d5-4580-a3a1-6b0b9ef93315,66755,Charger,Accessories,8,943,7544,2024-10-03,Solomon Islands
d32c9609-46b6-4101-9001-d84eceeadf09,96166,Bookshelf,Furniture,2,24,48,2024-07-16,Belize
c206ca4b-1679-4b46-8a19-a76986dcf5a8,32801,Tablet,Electronics,3,759,2277,2024-05-26,Jersey
d99bf414-87c6-43bb-a2bf-13293ecf191a,27733,Smartwatch,Electronics,1,307,307,2024-12-25,Nicaragua
5bc37049-3b62-4c10-b803-4f8c09d68c1d,45504,Coffee Mug,Kitchen,4,820,3280,2024-09-29,Senegal
1910acba-20ad-412f-8633-56957ed8efe5,53471,Charger,Accessories,17,968,16456,2024-10-22,Saint Vincent and the Grenadines
ec826823-9f13-469c-8604-664b1e6daca4,31954,Tablet,Electronics,8,240,1920,2024-05-05,Uruguay
661738c0-86d4-4216-8928-fca5ee5a9bc4,67586,Headphones,Accessories,2,68,136,2024-11-20,Ecuador
b0170a99-7dce-4b86-ab03-44aa2d1fb05f,24771,Tablet,Electronics,3,619,1857,2024-04-17,Saint Vincent and the Grenadines
31bbf597-abed-43f3-8c5b-72b8544ffcb1,81434,Dining Table,Furniture,19,887,16853,2024-12-03,French Polynesia
c6469f5c-1c61-4431-8d0b-590edc36889c,17840,Desk Chair,Furniture,2,599,1198,2024-08-25,Guernsey
6968db45-969d-41f8-95a4-87c16188f700,12014,Tablet,Electronics,15,803,12045,2024-12-12,Korea
eb520d17-1bc9-436f-baef-18985d4a6fdb,85562,Smartphone,Electronics,16,884,14144,2024-07-24,Burkina Faso
c70af67f-1f8b-4560-b405-0ed240d90841,59010,Charger,Accessories,5,923,4615,2024-03-05,Rwanda
a73aab9d-7d37-4efd-99c0-675722551f17,67738,Power Bank,Accessories,16,978,15648,2024-07-29,British Virgin Islands
e6aa33bd-3b01-4f9a-a2fa-50ae628add91,37556,Coffee Mug,Kitchen,10,641,6410,2024-08-09,Armenia
c21e4aaf-e1c1-4144-9ad7-8e153bdaa051,15251,Laptop,Electronics,3,886,2658,2024-05-30,Belize
495bef1c-e43b-4ed3-be5e-0fb22af9fa1e,71686,Dining Table,Furniture,12,275,3300,2024-07-02,Sao Tome and Principe
e26f72d1-20f5-4d63-b6e3-c1dfb491318b,53758,Blender,Kitchen,7,597,4179,2024-08-21,Ghana
5605049d-6d66-402e-b85c-2ada09047de9,70033,Charger,Accessories,5,54,270,2024-11-25,United States of America
d0474538-6f22-4750-a59d-649d6394d96a,29610,Bookshelf,Furniture,14,611,8554,2024-10-11,Uganda
9a7cd8be-af56-478a-8bc2-d9012d0b6f51,31564,Dining Table,Furniture,11,510,5610,2024-12-18,Cote d'Ivoire
912cb557-5f33-4858-8588-598824f72c68,50770,Sofa,Furniture,3,176,528,2025-01-04,Anguilla
83957b83-7d5e-4a54-8abd-598854823602,32844,Desk Chair,Furniture,10,352,3520,2024-04-29,Yemen
4a7bd819-253f-430d-8692-a94307819e0e,93401,USB Cable,Accessories,3,110,330,2024-08-21,Micronesia
dab06451-a30a-4769-a6a4-990282114a6c,64857,Power Bank,Accessories,6,256,1536,2024-10-17,Pitcairn Islands
fab8daab-bf45-4b5a-97a2-19cadbee5897,39965,Toaster,Kitchen,18,182,3276,2024-11-03,Denmark
69274fa5-f9cf-4018-ab61-7282625d16e7,11879,Bookshelf,Furniture,11,49,539,2024-01-29,Burkina Faso
e987ae53-6bc3-49fa-afca-c6234136ef18,51154,Toaster,Kitchen,17,945,16065,2024-12-18,Liberia
961abee5-fa7a-47aa-8caa-5edc201813d5,87619,Tablet,Electronics,8,742,5936,2024-02-11,Turkmenistan
11a760b1-01d5-4144-b1b0-0ee0643c4006,29423,Power Bank,Accessories,14,940,13160,2024-07-14,South Africa
64129c4d-c732-4500-900c-87698b7f7d91,68742,Tablet,Electronics,16,479,7664,2024-05-08,Cameroon
6a6f9492-89c1-43f4-ac46-5aa97fbaf39f,58468,Blender,Kitchen,8,876,7008,2024-09-17,Christmas Island
0db6e56a-a98a-488e-bb4a-01a0eab37d8c,75121,Toaster,Kitchen,4,357,1428,2024-06-01,United States of America
d2ee8b2c-fa5c-42b5-9aac-300d5031c0af,68614,Toaster,Kitchen,9,669,6021,2024-11-17,Aruba
0aad9304-a49b-4ddc-95fc-5fd46d87fc23,35997,Toaster,Kitchen,6,346,2076,2024-05-03,Yemen
32c48dba-367b-4e2f-b011-2d5a280c7146,67153,Blender,Kitchen,6,688,4128,2024-09-04,Lithuania
29cd79f6-7a7d-4fe8-893c-d8feea41a55c,34641,Headphones,Accessories,2,563,1126,2024-08-24,Benin
0768412d-6c0b-49a6-a698-2de637391dd9,60763,Headphones,Accessories,16,738,11808,2024-04-08,Ghana
8fd9b273-a32a-4f00-9e17-1896a9ad2feb,83693,Bookshelf,Furniture,11,485,5335,2024-09-30,Portugal
9203b872-b0e6-46aa-9840-4681f76604c1,91573,Toaster,Kitchen,1,821,821,2024-09-30,Nepal
8e41ff03-1cde-46d9-b311-39981babee79,77087,Laptop,Electronics,12,217,2604,2024-03-20,Romania
62312f2f-2cb6-41b6-9e6e-f35fba674e8e,13318,Blender,Kitchen,8,910,7280,2024-08-13,Maldives
a79b32a2-a244-40fb-9c9f-d832b630543c,42704,Charger,Accessories,19,83,1577,2024-05-14,Sri Lanka
f7157236-cdc4-4b92-a33e-860c8c584517,53547,Bookshelf,Furniture,6,864,5184,2024-01-25,Maldives
549d8a07-f013-49f6-be41-5cc1a3591c0a,24745,USB Cable,Accessories,20,324,6480,2024-09-18,Gabon
1328232f-398b-4504-ac63-68988768476a,79591,Tablet,Electronics,14,71,994,2024-02-06,Slovakia (Slovak Republic)
14db8b56-3741-49c2-b566-74018728db60,86987,Tablet,Electronics,12,473,5676,2024-04-29,Heard Island and McDonald Islands
529a4c60-70ea-4088-bfb3-410f7abd1e39,60924,Bookshelf,Furniture,2,464,928,2024-06-18,Norfolk Island
10def333-aa05-4ebb-846d-8d3fdb6afc1d,66386,USB Cable,Accessories,14,99,1386,2024-10-13,Central African Republic
afd5a1c9-0660-438b-8ad8-0c6fa5e4e444,96232,Smartphone,Electronics,20,324,6480,2024-03-25,Saint Kitts and Nevis
eb33a790-a1cc-4a0e-bc5e-fec7234401a4,22911,Laptop,Electronics,6,523,3138,2024-03-07,Israel
1c23b666-17f7-4a74-ad99-e25826df5cf8,49680,Bookshelf,Furniture,14,127,1778,2024-05-15,Tokelau
169e00e0-5727-45ab-81b2-ab09ee0b587b,43875,Tablet,Electronics,15,951,14265,2024-08-14,Brazil
8959b045-d5a9-43f8-a040-4e9bdaa09a8f,48709,Headphones,Accessories,8,967,7736,2024-11-12,China
7aa146c8-1398-4a2e-a844-28059a409a61,16788,Microwave,Kitchen,16,600,9600,2024-05-05,United States Virgin Islands
c355d921-8ab7-446f-8bdd-23042022a42b,92530,Microwave,Kitchen,18,897,16146,2025-01-12,Bulgaria
4e632706-50d5-424b-8f0d-865f1f830f9d,87153,Smartwatch,Electronics,1,911,911,2024-05-11,India
09404cd0-aa1e-4293-9d85-bf215d0ae20d,18760,Blender,Kitchen,11,532,5852,2024-03-09,Trinidad and Tobago
b4b1f7c8-34d6-4f30-8e0f-6e1017466cf6,13588,Desk Chair,Furniture,6,347,2082,2024-04-27,Mali
093d9aff-7954-4b96-a4c9-84a84439e066,90654,Desk Chair,Furniture,7,484,3388,2024-07-12,Romania
7f7f7f9d-827c-4a59-b572-a1159d25f0bd,41689,Bookshelf,Furniture,2,126,252,2024-10-11,Mali
f6ad7dde-e72e-45db-89c3-40a47e59f90e,19100,Desk Chair,Furniture,16,802,12832,2024-05-08,Tanzania
d543b9c3-03fa-4156-bd41-3c0b790326db,45945,Laptop,Electronics,14,382,5348,2024-10-13,United States of America
7d3f0f7e-1a97-4b44-b7eb-1a1cba7d1608,52691,Dining Table,Furniture,6,524,3144,2024-08-18,Kazakhstan
13fa76fb-9dd0-44ef-90c4-9b78772cdf8b,18290,Bookshelf,Furniture,4,460,1840,2024-11-23,United States Minor Outlying Islands
6d821e68-d410-459e-aac3-d0d22f0a49ee,38812,Desk Chair,Furniture,8,676,5408,2024-08-02,Saudi Arabia
81571fb7-4d17-4511-a5d4-d954604a4ef3,70954,Blender,Kitchen,3,725,2175,2024-05-26,Bermuda
0c1af74f-4e82-4eed-ad27-5c5a191c7e2f,31161,Smartwatch,Electronics,5,185,925,2024-06-28,Niger
0106b97e-5c13-4aac-9d12-48cd8b6d567a,99558,Toaster,Kitchen,11,388,4268,2024-04-24,Indonesia
1050579b-5e4b-4eba-a620-52b35a3cbdb8,81826,Toaster,Kitchen,8,773,6184,2024-03-01,Tuvalu
3b5484fd-e4bf-4f01-98ff-f00cc8b374f0,50254,Charger,Accessories,17,639,10863,2024-02-24,Kenya
5b67c1ab-5cc5-43a7-ad82-2cabdd772aed,10607,Power Bank,Accessories,7,251,1757,2024-01-29,Iraq
65a582ab-35e9-49d0-a4b2-c82a1a33b405,13928,Headphones,Accessories,15,391,5865,2024-04-18,Romania
9fe14702-84c9-45e6-af2f-4c617e8ae0d2,10087,Smartphone,Electronics,8,446,3568,2024-08-06,Bosnia and Herzegovina
b9354ee4-d7d0-4aad-8b6d-0bcd3d75f5eb,42055,Smartphone,Electronics,11,537,5907,2024-11-30,Afghanistan
ad87133f-459d-4f7f-ad28-edba46a32b4f,32708,Bookshelf,Furniture,12,914,10968,2024-07-15,Burkina Faso
c00c1dec-ccc8-4a85-9647-56ed07776de6,61485,Dining Table,Furniture,10,301,3010,2024-05-24,Gambia
7d7136c5-f16f-43aa-b11f-f8d013c32ca1,40583,Toaster,Kitchen,13,896,11648,2024-08-17,Congo
85ea25b6-7e5f-43e7-b040-98378a0b041f,31833,Laptop,Electronics,10,624,6240,2024-05-11,Mexico
d1e8dec4-6f56-46e0-bf53-f7665243eb38,66274,Charger,Accessories,14,813,11382,2024-06-26,Saint Vincent and the Grenadines
06172cf1-6d84-4d1a-866c-54dbd331e222,69200,Smartphone,Electronics,19,227,4313,2025-01-02,South Georgia and the South Sandwich Islands
ebb4bc62-0633-4fac-a04a-a9f764ebca9a,93045,Microwave,Kitchen,16,248,3968,2024-07-22,Korea
f09c299a-b123-4b82-a15d-348a1b6b9913,99269,Dining Table,Furniture,14,637,8918,2024-05-15,India
f4ed2a67-70ba-4b28-872a-da5313a9f7fd,33222,Smartwatch,Electronics,15,220,3300,2024-11-07,Argentina
c9fa675b-6d99-40ed-a8c2-eabaa6fe14e9,65522,Smartwatch,Electronics,13,49,637,2024-02-26,Slovakia (Slovak Republic)
f5c02a7b-9121-47ad-84ef-43aa1931551f,13976,Tablet,Electronics,1,836,836,2024-10-31,French Guiana
a2836c34-373e-4f34-840b-000bf096038a,19326,Desk Chair,Furniture,12,175,2100,2024-11-28,French Southern Territories
80780e72-93d4-4cac-aba1-916684f069bc,87910,Charger,Accessories,13,435,5655,2024-07-13,Taiwan
5351d8a7-0367-49ab-88ba-50ba54590c24,34094,USB Cable,Accessories,4,734,2936,2024-02-01,Lesotho
16d83775-6290-4f9b-a77f-c880a4c6ae85,82601,Power Bank,Accessories,7,408,2856,2025-01-13,Macao
d1b0d7fd-5900-4311-aa8c-cdd5a76b37ba,82487,Headphones,Accessories,16,606,9696,2024-07-24,American Samoa
9f9dae46-0baf-4794-a1c1-a4650a5a21ab,36332,Laptop,Electronics,9,480,4320,2024-08-01,Armenia
aaef8c8e-edaf-46de-8668-d8b90c24e1e6,23306,Toaster,Kitchen,13,331,4303,2024-09-19,Gibraltar
efb506cc-74d2-4672-9ec4-def33cd4a96e,38306,Laptop,Electronics,11,480,5280,2024-10-19,American Samoa
7480bbd2-dc87-440d-b893-7f18179610ef,52820,Coffee Mug,Kitchen,18,79,1422,2024-04-02,Belarus
1958af3b-bab9-47ee-9be3-c75ed4072f8c,70621,Blender,Kitchen,19,693,13167,2024-02-27,Samoa
d3bc2305-3029-414e-a644-3ebc8c894677,38015,Tablet,Electronics,4,496,1984,2024-02-23,Netherlands
c776dc95-9c2c-475b-ad5e-72e168eece83,71679,Smartwatch,Electronics,8,703,5624,2024-06-19,Tajikistan
a677eb73-bef6-475c-ba90-5ddacfb0a381,68830,Power Bank,Accessories,18,538,9684,2024-09-28,Australia
e6cfc677-e0d8-4da1-aab5-fc878ceb4074,79682,USB Cable,Accessories,11,106,1166,2024-02-04,Algeria
6b331129-420b-4fa8-afb8-f04ee4047200,20616,Laptop,Electronics,7,88,616,2024-10-13,Saudi Arabia
1daf5d61-fe60-4aa6-8b65-f432b81118c8,64956,Charger,Accessories,14,414,5796,2024-08-20,Estonia
ea4bec1c-401b-43f2-ba2f-a7ab9f660abd,81547,Power Bank,Accessories,13,709,9217,2024-11-27,Cameroon
5710e10f-6d8b-428d-8e35-11e1f147405e,81485,Charger,Accessories,12,519,6228,2024-05-19,Sri Lanka
330497ef-e352-4542-9311-0e437dc48025,24554,Desk Chair,Furniture,13,255,3315,2024-12-27,Bosnia and Herzegovina
b303c756-0912-4e71-87a9-3fbb8ffcdf65,46445,Smartwatch,Electronics,15,118,1770,2024-01-26,Iceland
d48e3cc5-c949-43a3-abb0-b6e570ca329e,20810,Smartphone,Electronics,12,271,3252,2024-01-18,Lao People's Democratic Republic
81087a68-e27d-4aa2-b712-53ac2f6cc427,46992,Toaster,Kitchen,14,995,13930,2024-01-16,Netherlands
